Date__(UT)__HR:MN,R.A._(ICRF),DEC__(ICRF),R.A.__(a-app),DEC_(a-app),APmag,Ang-diam,delta,deldot,S-T-O,Cnst,N.Pole-RA,N.Pole-DC
1600-Jan-27 18:00, 09 14 32.82, +20 45 51.8, 08 51 39.66, +22 21 31.7, -1.339, 13.96618, 0.67056969243988, -0.030528, 2.9363, Cnc, 318.11526, 53.13365
1602-Mar-05 18:00, 11 18 33.30, +08 55 29.7, 10 57 52.72, +11 04 49.3, -1.28, 14.02065, 0.66796471, -0.0084044, 3.2464, Leo, 318.11278, 53.1324
1604-Apr-14 12:00, 13 23 35.51, -06 34 08.2, 13 03 05.85, -04 28 45.1, -1.618, 15.61261, 0.599855, -0.0244184, 5.4616, Vir, 318.11045, 53.13097
1606-Jun-03 00:00, 16 17 27.39, -23 35 35.2, 15 54 03.05, -22 32 36.4, -2.101, 19.60006, 0.47782004, -0.0289175, 7.5304, Sco, 318.10847, 53.12955
1608-Aug-05 06:00, 21 23 28.44, -22 31 34.4, 21 00 55.76, -24 08 44.8, -2.924, 24.93421, 0.3756004, 0.0298947, 5.2285, Cap, 318.10606, 53.12844
1610-Oct-11 06:00, 02 08 59.01, +10 16 34.8, 01 48 21.27, +08 23 33.6, -2.493, 21.39646, 0.43770319, 0.0354231, 7.4868, Cet, 318.10322, 53.12688
1612-Dec-01 18:00, 05 36 23.20, +25 39 53.3, 05 12 30.80, +25 19 59.2, -1.732, 16.5285, 0.56661527, -0.0119687, 6.0499, Tau, 318.10124, 53.12543
1615-Jan-12 18:00, 08 20 33.47, +23 57 47.3, 07 57 33.77, +25 06 31.9, -1.431, 14.33241, 0.65343494, -0.0342519, 3.5797, Cnc, 318.09907, 53.1243
1617-Feb-19 00:00, 10 31 35.34, +14 03 35.4, 10 11 04.06, +15 59 45.0, -1.291, 13.83666, 0.67684669, 0.0203612, 2.7939, Leo, 318.09663, 53.12312
1619-Mar-30 00:00, 12 32 32.85, -00 10 04.8, 12 13 06.28, +01 56 18.2, -1.479, 14.77074, 0.63404416, -0.0130064, 4.5011, Vir, 318.0942, 53.12175
1621-May-13 06:00, 14 58 20.18, -17 10 46.4, 14 37 19.90, -15 36 48.0, -1.848, 17.67764, 0.52978227, -0.0226764, 6.9698, Lib, 318.09209, 53.12028
1623-Jul-10 12:00, 19 09 13.33, -28 09 16.8, 18 45 35.15, -28 40 16.9, -2.708, 23.27594, 0.40235962, 0.0004061, 6.7662, Sgr, 318.09004, 53.11907
1625-Sep-16 06:00, 00 31 03.33, -02 11 35.0, 00 11 57.17, -04 16 01.5, -2.747, 23.75831, 0.39419047, 0.0292412, 6.5729, Cet, 318.08708, 53.11776
1627-Nov-14 00:00, 04 20 40.65, +22 18 52.2, 03 58 41.24, +21 21 13.1, -1.998, 18.0793, 0.51801231, 0.0221193, 6.9455, Tau, 318.08488, 53.11614
1629-Dec-28 06:00, 07 21 10.39, +25 59 05.2, 06 58 20.91, +26 36 09.2, -1.484, 14.94599, 0.62660967, -0.0060422, 4.4136, Gem, 318.08284, 53.11495
1632-Feb-05 06:00, 09 43 14.36, +18 32 54.8, 09 22 41.64, +20 11 26.2, -1.297, 13.86251, 0.67558452, -0.014429, 2.7379, Leo, 318.08048, 53.11381
1634-Mar-14 12:00, 11 44 40.05, +05 47 50.9, 11 25 51.47, +07 49 16.7, -1.329, 14.2176, 0.65871195, 0.0309747, 3.7119, Vir, 318.07801, 53.11251
1636-Apr-24 12:00, 13 54 49.20, -10 20 52.2, 13 35 38.01, -08 32 07.9, -1.716, 16.22336, 0.57727237, -0.0109948, 6.0563, Vir, 318.07575, 53.11106
1638-Jun-15 18:00, 17 11 47.05, -26 27 06.4, 16 49 29.29, -25 56 13.7, -2.355, 20.85978, 0.44896455, -0.032227, 7.4989, Oph, 318.0738, 53.10971
1640-Aug-20 12:00, 22 36 07.71, -16 05 17.0, 22 16 47.67, -17 55 16.1, -2.868, 25.07634, 0.37347158, 0.0248573, 5.0865, Aqr, 318.07114, 53.10858
1642-Oct-24 00:00, 02 58 45.09, +15 40 55.1, 02 39 03.80, +14 12 32.1, -2.208, 20.10561, 0.46580542, -0.0078865, 7.6473, Ari, 318.06852, 53.10694
1644-Dec-11 18:00, 06 15 49.38, +26 22 49.2, 05 53 43.98, +26 25 08.5, -1.631, 15.86565, 0.59028797, 0.0027098, 5.4235, Gem, 318.06656, 53.10559
1647-Jan-21 12:00, 08 51 28.88, +22 17 25.8, 08 30 52.82, +23 33 38.6, -1.363, 14.10005, 0.66420354, 0.0052723, 3.1354, Cnc, 318.06431, 53.10448
1649-Feb-27 12:00, 10 58 09.91, +11 13 23.0, 10 39 41.75, +13 05 01.8, -1.292, 13.90971, 0.67329224, 0.0290847, 3.0338, Leo, 318.06185, 53.10326
1651-Apr-08 06:00, 13 00 46.82, -03 44 53.4, 12 42 51.08, -01 51 24.1, -1.506, 15.19492, 0.61634415, -0.034302, 4.9983, Vir, 318.05947, 53.10185
1653-May-24 18:00, 15 40 10.63, -20 54 57.7, 15 20 10.97, -19 44 42.6, -2.064, 18.67501, 0.50148826, -0.012745, 7.3811, Lib, 318.05743, 53.10041
1655-Jul-25 06:00, 20 23 53.26, -26 02 00.3, 20 03 05.51, -27 05 17.0, -2.753, 24.36496, 0.3843758, -0.0292466, 5.8069, Cap, 318.05521, 53.09927
1657-Sep-30 12:00, 01 27 48.72, +05 13 18.0, 01 10 07.91, +03 25 52.2, -2.492, 22.48582, 0.41649804, -0.0216435, 7.3935, Psc, 318.05227, 53.09781
1659-Nov-25 00:00, 05 04 03.33, +24 35 01.2, 04 43 23.96, +24 02 32.9, -1.883, 17.1605, 0.5457475, 0.0332411, 6.4019, Tau, 318.05022, 53.09628
1662-Jan-06 06:00, 07 55 29.94, +25 00 51.9, 07 35 00.54, +25 50 43.3, -1.386, 14.57237, 0.64267508, -0.0172222, 3.9191, Gem, 318.04811, 53.09513
1664-Feb-13 18:00, 10 10 53.49, +16 05 05.8, 09 52 34.96, +17 42 36.5, -1.276, 13.82231, 0.67754965, 0.0160954, 2.7031, Leo, 318.0457, 53.09398
1666-Mar-23 06:00, 12 11 33.50, +02 27 34.2, 11 54 28.68, +04 19 05.3, -1.397, 14.49097, 0.64628505, -0.0122687, 4.1027, Vir, 318.04324, 53.09264
1668-May-05 00:00, 14 29 03.93, -14 12 50.3, 14 11 04.40, -12 42 07.5, -1.748, 16.97324, 0.55176871, -0.0024974, 6.6204, Lib, 318.04106, 53.09117
1670-Jun-29 12:00, 18 14 10.14, -28 08 02.3, 17 53 23.30, -28 09 59.3, -2.56, 22.21529, 0.42157007, 0.0027991, 7.3253, Sgr, 318.03909, 53.0899
